Gene_symbol,Chrom,CDS_Begin,CDS_End,MGI_lethal,IMPC,EG,NLG,RVIS_ExAc_score,RVIS_ExAc_perc,pLI_score,pLI_perc,HGMD_tag,OMIM_disorder
MT-ND1,MT,3307,4262,N,.,N,N,.,.,.,.,.,.
MT-ND2,MT,4470,5511,N,.,N,Y,.,.,.,.,.,.
MT-ND3,MT,10059,10404,N,.,N,N,.,.,.,.,.,.
MT-ND4,MT,10760,12137,N,.,N,N,.,.,.,.,.,.
MT-ND4L,MT,10470,10766,N,.,N,N,.,.,.,.,.,.
MT-ND5,MT,12337,14148,N,.,N,N,.,.,.,.,.,.
MT-ND6,MT,14149,14673,N,.,N,Y,.,.,.,.,.,.
MTNR1A,4,186533655,186555567,N,.,N,Y,0.23207049,66.37147653,0.003032392,60.3,DM,.
MTNR1B,11,92969720,92985066,N,Viable,N,Y,0.205885193,64.72188459,0.00870273,55.5,DM,"{Diabetes mellitus, type 2, susceptiblity to}, 125853 (3)"
MTO1,6,73461578,73509236,N,.,N,Y,-1.058477476,7.090351334,9.82E-05,72,DM,"Combined oxidative phosphorylation deficiency 10, 614702 (3)"
MTOR,1,11106535,11262507,Y,.,Y,N,-4.044939405,0.191005383,1,0.2,DFP,.
MTPAP,10,30309801,30374448,N,.,N,N,-0.740609356,12.8726052,0.910575497,17.3,DM,"Ataxia, spastic, 4, 613672 (3)"
MTPN,7,135926761,135977353,N,.,N,N,0.030143764,51.8087631,0.754654167,23,.,.
MTR,1,236795281,236903981,Y,.,Y,N,-0.619159379,16.20072929,2.84E-07,84.6,DM,"Homocystinuria-megaloblastic anemia, cblG complementation type, 250940 (3); {Neural tube defects, folate-sensitive, susceptibility to}, 601634 (3)"
MTRF1,13,41216369,41263577,N,.,N,Y,0.628929435,85.03212363,1.54E-07,85.6,.,.
MTRF1L,6,152987362,153002685,Y,.,Y,N,0.064133998,54.51756671,4.40E-07,83.9,.,.
MTRNR2L1,17,22523111,22524663,N,.,N,N,.,.,.,.,.,.
MTRNR2L10,X,55181391,55182920,N,.,N,N,.,.,.,.,.,.
MTRNR2L11,1,237943724,237945275,N,.,N,N,.,.,.,.,.,.
MTRNR2L12,3,96617188,96618236,N,.,N,N,.,.,.,.,.,.
MTRNR2L13,4,116298876,116300320,N,.,N,N,.,.,.,.,.,.
MTRNR2L3,20,57358442,57359980,N,.,N,N,.,.,.,.,.,.
MTRNR2L4,16,3370979,3372740,N,.,N,N,.,.,.,.,.,.
MTRNR2L5,10,55599303,55600041,N,.,N,N,.,.,.,.,.,.
MTRNR2L6,7,142666272,142667718,N,.,N,N,.,.,.,.,.,.
MTRNR2L7,10,37601440,37602974,N,.,N,N,.,.,.,.,.,.
MTRNR2L8,11,10507887,10509189,N,.,N,N,.,.,.,.,.,.
MTRR,5,7851186,7906025,N,.,N,N,-0.074293017,44.10487932,4.11E-07,84,DM,"Homocystinuria-megaloblastic anemia, cbl E type, 236270 (3); {Neural tube defects, folate-sensitive, susceptibility to}, 601634 (3)"
MTSS1,8,124550790,124728429,N,.,N,Y,-0.270478912,31.25542629,0.999823848,4.2,.,.
MTSS1L,16,70661204,70686066,N,.,N,Y,-0.230093763,33.72692018,0.86986055,19.1,.,.
MTTP,4,99563761,99623999,Y,.,Y,N,-0.016182386,48.20281299,0.012583367,54,DM,.
MTURN,7,30134810,30162762,N,Viable,N,Y,0.137100934,59.98726631,.,.,.,.
MTUS1,8,17643795,17800917,N,.,N,Y,2.262173949,98.94657637,1.14E-05,77.7,DP,.
MTUS2,13,28820348,29505947,N,.,N,N,0.705716972,87.02321005,0.330673094,34.8,.,.
MTX1,1,155208699,155213824,N,.,N,N,.,.,0.19822129,38.8,DP,.
MTX2,2,176269395,176338025,N,.,N,N,-0.045692193,46.15384615,0.081371808,44.3,.,.
MTX3,5,79976731,79991262,N,.,N,N,0.378306375,74.85095792,0.100351117,43.1,.,.
MUC1,1,155185824,155192916,N,.,N,Y,0.204928458,64.67558025,0.730964975,23.7,DM,"Medullary cystic kidney disease 1, 174000 (3)"
MUC12,7,100969623,101018949,N,.,N,N,.,.,.,.,.,.
MUC13,3,124905442,124953819,N,.,N,N,.,.,0.025133916,50.5,DP,.
MUC15,11,26559033,26572233,N,.,N,N,0.149537247,60.98280952,3.93E-05,74.6,.,.
MUC16,19,8848844,8981342,N,.,N,N,15.60105068,99.97105979,.,.,.,.
MUC17,7,101020072,101058745,N,.,N,N,16.89936876,99.97684783,.,.,.,.
MUC20,3,195720882,195741123,N,.,N,N,.,.,.,.,.,.
MUC21,6,30983718,30989903,N,.,N,N,4.849172727,99.84372287,0.331419151,34.8,.,.
MUC22,6,31010474,31035402,N,.,N,N,.,.,.,.,.,.
MUC3A,7,100949555,100968346,N,.,N,N,.,.,.,.,DP,.
MUC4,3,195746765,195812277,N,.,N,N,.,.,.,.,DP,.
MUC5AC,11,1157953,1201138,N,.,N,Y,.,.,.,.,.,.
MUC5B,11,1223066,1262172,N,.,N,Y,21.745047,99.98263587,0.999999706,1.3,DP,"{Pulmonary fibrosis, idiopathic, susceptibility to}, 178500 (3)"
MUC6,11,1012821,1036706,N,.,N,N,21.91064912,99.98842392,1.09E-32,99.8,DFP,.
MUC7,4,70430492,70482997,N,.,N,N,1.349430616,96.1046478,9.14E-05,72.2,DP,"{Asthma, protection against}, 600807 (3)"
MUCL1,12,54830519,54858393,N,.,N,N,0.572434794,83.18573826,1.15E-05,77.7,.,.
MUL1,1,20499448,20508161,N,.,N,N,-0.110348593,41.44238004,3.49E-06,80.2,.,.
MUM1,19,1285893,1378431,N,.,N,N,0.173154201,62.77710251,0.032092633,49.4,.,.
MUM1L1,X,106168305,106208956,N,.,N,N,-0.123440781,40.55680963,0.635560374,26.5,.,.
MURC,9,100578079,100587906,N,.,N,Y,0.218977775,65.62481912,3.73E-07,84.2,DM,.
MUS81,11,65857126,65867653,Y,.,Y,N,-0.135424672,39.71175551,1.58E-06,81.8,.,.
MUSK,9,110668771,110801579,Y,.,Y,N,0.149840497,60.9943856,8.17E-05,72.5,DM,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency, 616325 (3); Fetal akinesia deformation sequence, 208150 (3)"
MUSTN1,3,52833114,52835219,N,.,N,N,0.615543438,84.60380853,0.001752188,62.4,.,.
MUT,6,49430360,49463191,Y,.,Y,N,-0.154106795,38.46153846,5.92E-18,98.1,DM,"Methylmalonic aciduria, mut(0) type, 251000 (3)"
MUTYH,1,45329163,45340470,N,.,N,Y,-0.073487243,44.16854778,8.57E-11,93,DM,"Adenomas, multiple colorectal, 608456 (3); Gastric cancer, somatic, 613659 (3); Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas, 132600 (3)"
MVB12A,19,17405722,17433724,N,.,N,N,0.358666204,73.88435492,0.000679169,66.1,.,.
MVB12B,9,126326849,126507041,N,.,N,N,-0.515667713,19.60409793,0.622016654,26.9,.,.
MVD,16,88651935,88663161,N,.,N,N,0.54080415,82.10337443,2.16E-12,95,.,.
MVK,12,109573255,109598117,N,.,N,N,-0.342941981,27.12276437,0.042161397,48,DM,"Mevalonic aciduria, 610377 (3); Hyper-IgD syndrome, 260920 (3); Porokeratosis 3, disseminated superficial actinic, 175900 (3)"
MVP,16,29820394,29848039,N,.,N,Y,-0.814392652,11.30404584,0.007448525,56.3,.,"Mitral valve prolapse, myxomatous 1 (2)"
MX1,21,41420304,41459214,N,.,N,N,-0.440180607,22.72964056,4.50E-09,89.7,DFP,.
MX2,21,41361943,41409390,N,.,N,Y,-0.35764605,26.43398738,7.01E-08,86.6,.,.
MXD1,2,69897688,69942945,N,.,N,Y,-0.274611335,31.00075245,0.388108481,33.1,.,.
MXD3,5,177301461,177312757,N,.,N,Y,0.234790597,66.51038954,0.001569929,62.9,.,.
MXD4,4,2247432,2262294,N,.,N,N,0.270393157,68.7156335,0.896936709,17.9,.,.
MXI1,10,110207605,110287365,N,.,N,Y,-0.076661182,43.91387394,0.707739926,24.4,.,"Neurofibrosarcoma (3); {Prostate cancer, susceptibility to}, 176807 (3)"
MXRA5,X,3308565,3346641,N,.,N,N,2.849287423,99.42698385,0.37648408,33.4,DM?,.
MXRA7,17,76672551,76711016,N,Viable,N,Y,.,.,0.013741642,53.6,.,.
MXRA8,1,1352689,1361777,N,.,N,N,-0.236942655,33.25230075,0.004712972,58.4,.,.
MYADM,19,53866223,53876437,N,.,N,N,-0.304469805,29.22961162,0.148243112,40.7,.,.
MYADML2,17,81939645,81947233,N,.,N,N,.,.,.,.,.,.
MYB,6,135181315,135219173,Y,.,Y,N,-0.599809597,16.72744111,0.881847511,18.5,DM?,{T-cell acute lymphoblastic leukemia} (3)
MYBBP1A,17,4538897,4555631,Y,Lethal,Y,N,3.056307132,99.55432077,1.69E-17,98,DM?,.
MYBL1,8,66562175,66614247,N,.,N,Y,-0.1984707,35.58488163,0.998332687,6.7,.,.
MYBL2,20,43667019,43716496,Y,.,Y,N,-0.089449983,42.83729814,0.992108233,9.4,DFP,.
MYBPC1,12,101568353,101686018,N,.,N,N,-1.349087618,4.31209122,0.657926418,25.8,DM,"Arthrogryposis, distal, type 1B, 614335 (3); Lethal congenital contracture syndrome 4, 614915 (3)"
MYBPC2,19,50432903,50466321,N,.,N,N,1.520759045,97.05967471,4.01E-17,97.8,FTV,.
MYBPC3,11,47331397,47352702,N,.,N,Y,0.128595019,59.31585345,1.35E-06,82.1,DM,"Cardiomyopathy, hypertrophic, 4, 115197 (3); Cardiomyopathy, dilated, 1MM, 615396 (3); Left ventricular noncompaction 10, 615396 (3)"
MYBPH,1,203167811,203175813,N,.,N,N,0.414207864,76.57000637,3.22E-11,93.6,.,.
MYBPHL,1,109292365,109307041,N,Subviable,Y,N,1.144908804,94.47241998,0.004618441,58.5,.,.
MYC,8,127735434,127741434,Y,.,Y,N,-0.045540401,46.17121028,.,.,DM,"Myoclonus, familial cortical, 614937 (3)"
MYCBP,1,38862964,38874105,N,.,N,N,0.325637024,72.06690976,0.739328409,23.5,.,.
MYCBP2,13,77044655,77327050,Y,.,Y,N,.,.,1,0.1,DM?,.
MYCBPAP,17,50508384,50531501,N,.,N,N,2.060154188,98.65717428,0.001733006,62.4,.,.
MYCL,1,39895426,39902256,N,.,N,Y,-0.346770353,26.9201829,0.358812473,33.9,.,.
MYCN,2,15940564,15947007,Y,.,Y,N,-0.541850891,18.51015801,0.913862108,17,DM,"Feingold syndrome, 164280 (3)"
MYCT1,6,152697895,152724567,N,.,N,N,0.805185239,89.25160618,6.34E-05,73.2,.,.
MYD88,3,38138478,38143022,N,.,N,Y,-0.209801572,34.94819702,0.711854614,24.3,DM,"Pyogenic bacterial infections, recurrent, due to MYD88 deficiency, 612260 (3); Macroglobulinemia, Waldenstrom, somatic, 153600 (3)"
MYDGF,19,4641374,4670370,N,.,N,Y,.,.,.,.,.,.
MYEF2,15,48134631,48178517,N,.,N,N,-0.342941981,27.12276437,0.999492304,5.2,.,.
MYEOV,11,69294138,69367726,N,.,N,N,0.681452437,86.46755803,0.001192906,64,.,.
MYEOV2,2,240126563,240136807,N,.,N,N,0.206691474,64.80870522,0.000104799,71.7,.,.
MYF5,12,80716912,80719673,Y,.,Y,N,-0.597245112,16.75638132,0.001903405,62,.,.
MYF6,12,80707498,80709474,Y,.,Y,N,0.734785964,87.69462291,0.076286043,44.7,DM,"Myopathy, centronuclear, 3, 614408 (3)"
MYH1,17,10492307,10518543,N,.,N,Y,0.451103974,78.39323957,1.29E-29,99.7,.,.
MYH10,17,8474205,8630761,Y,.,Y,N,-3.112342381,0.561440065,0.99999755,2,.,.
MYH11,16,15703135,15857033,Y,.,Y,N,-1.706957234,2.419401516,0.998956488,5.9,DM,"Aortic aneurysm, familial thoracic 4, 132900 (3)"
MYH13,17,10298084,10373130,N,.,N,N,1.1736446,94.7791862,1.89E-29,99.6,DP,.
MYH14,19,50188186,50310545,N,.,N,Y,1.468602717,96.82815304,0.999847921,4.1,DM,.
MYH15,3,108380369,108529322,N,.,N,N,-0.312721275,28.73762806,4.74E-39,99.9,DP,.
MYH2,17,10521148,10549957,N,.,N,N,-1.709008901,2.413613475,1.37E-08,88.5,DM,"Proximal myopathy and ophthalmoplegia, 605637 (3)"
MYH3,17,10628526,10657309,N,.,N,N,-1.895726289,1.875325577,3.60E-13,95.7,DM,"Arthrogryposis, distal, type 2A, 193700 (3); Arthrogryposis, distal, type 2B, 601680 (3); Arthrogryposis, distal, type 8, 178110 (3)"
MYH4,17,10443290,10469559,N,.,N,Y,1.145348053,94.47820802,8.81E-35,99.8,DM?,.
MYH6,14,23381990,23408277,Y,.,Y,N,-1.079082102,6.806737281,1.28E-17,98,DM,"Cardiomyopathy, hypertrophic, 14, 613251 (3); Atrial septal defect 3, 614089 (3); Cardiomyopathy, dilated, 1EE, 613252 (3); {Sick sinus syndrome 3}, 614090 (3)"
MYH7,14,23412738,23435718,N,.,N,N,-4.368176026,0.144701048,0.000145766,70.7,DM,"Cardiomyopathy, hypertrophic, 1, 192600 (3); Cardiomyopathy, dilated, 1S, 613426 (3); Myopathy, myosin storage, autosomal dominant, 608358 (3); Liang distal myopathy, 160500 (3); Scapuloperoneal syndrome, myopathic type, 181430 (3); Left ventricular noncompaction 5, 613426 (3); Myopathy, myosin storage, autosomal recessive, 255160 (3)"
MYH7B,20,34975403,35002437,N,.,N,N,-0.086198386,43.08618394,1.33E-23,99.2,DM,.
MYH8,17,10390322,10421950,N,.,N,N,-0.52380009,19.27417955,1.61E-34,99.8,DM,"Carney complex variant, 608837 (3); Trismus-pseudocamptodactyly syndrome, 158300 (3)"
MYH9,22,36281281,36388018,Y,.,Y,N,-2.938564164,0.625108526,1,0.4,DM,"May-Hegglin anomaly, 155100 (3); Fechtner syndrome, 153640 (3); Sebastian syndrome, 605249 (3); Deafness, autosomal dominant 17, 603622 (3); Epstein syndrome, 153650 (3); Macrothrombocytopenia and progressive sensorineural deafness, 600208 (3)"
MYL1,2,210290150,210315190,Y,.,Y,N,-0.01663693,48.16808474,0.063386374,45.7,.,.
MYL10,7,101613325,101629296,N,.,N,N,0.120331361,58.7428373,0.00804655,55.9,.,.
MYL12A,18,3247481,3256236,N,.,N,N,-0.088948948,42.87202639,0.001501508,63,.,.
MYL12B,18,3261909,3278284,N,.,N,Y,-0.021421177,47.83816635,0.290511999,36,.,.
MYL2,12,110910819,110920722,Y,.,Y,N,-0.177071645,36.92770736,0.016813134,52.5,DM,"Cardiomyopathy, hypertrophic, 10, 608758 (3)"
MYL3,3,46857872,46882169,N,.,N,N,-0.275568538,30.94287203,0.888080621,18.3,DM,"Cardiomyopathy, hypertrophic, 8, 608751 (3)"
MYL4,17,47200446,47223679,N,.,N,N,0.210368257,65.09231927,0.000175625,70.2,.,.
MYL5,4,673580,682033,N,.,N,N,0.615687917,84.61538462,4.43E-08,87.1,.,.
MYL6,12,56158161,56163496,N,.,N,N,0.086492393,56.17873473,0.25661637,36.9,.,.
MYL6B,12,56152256,56159647,N,.,N,N,-0.304623579,29.21803554,0.003733811,59.3,.,.
MYL7,7,44138864,44141332,Y,.,Y,N,0.020878273,51.13735023,3.65E-06,80.2,.,.
MYL9,20,36541484,36551447,N,.,N,N,-0.275568538,30.94287203,0.066042135,45.4,.,.
MYLIP,6,16129125,16148248,N,Viable,N,Y,-0.326021923,27.98518261,0.020226887,51.6,DM,.
MYLK,3,123610049,123884331,N,.,N,Y,-0.318315109,28.3845575,9.38E-06,78.2,DM,"Aortic aneurysm, familial thoracic 7, 613780 (3)"
MYLK2,20,31819308,31834689,N,.,N,Y,-0.030382941,47.27093824,0.220320912,38,DM,"Cardiomyopathy, hypertrophic, 1, digenic, 192600 (3)"
MYLK3,16,46703369,46790407,N,.,N,Y,0.08055195,55.74463159,0.140967535,41,.,.
MYLK4,6,2663629,2750966,N,.,N,N,-0.084012126,43.26561324,1.66E-11,94.1,.,.
MYLPF,16,30370934,30377991,Y,.,Y,N,-0.012004394,48.53851942,0.602001132,27.4,.,.
MYNN,3,169772831,169789716,N,.,N,N,-0.318518891,28.37876946,0.650144394,26,.,.
MYO10,5,16661914,16936276,N,.,N,Y,-0.435523428,22.93801007,0.00396952,59.1,.,.
MYO15A,17,18108706,18179802,N,.,N,Y,-0.769812224,12.20119234,.,.,DM,"Deafness, autosomal recessive 3, 600316 (3)"
MYO15B,17,75588058,75626501,N,.,N,N,.,.,.,.,.,.
MYO16,13,108596152,109208007,N,.,N,N,-0.913331324,9.318747468,0.998667246,6.3,.,.
MYO18A,17,29073517,29180412,N,Lethal,Y,N,-0.742511375,12.82051282,0.999417504,5.3,.,.
MYO18B,22,25742144,26031041,Y,.,Y,N,2.688328956,99.29385889,2.61E-15,97,DP,"Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism, 616549 (3)"
MYO19,17,36495633,36543435,N,.,N,N,0.517803265,81.14834751,2.43E-18,98.3,.,.
MYO1A,12,57028517,57051198,N,.,N,Y,1.412036667,96.43456619,1.95E-35,99.8,DM,"Deafness, autosomal dominant 48, 607841 (3)"
MYO1B,2,191245185,191425389,N,.,N,N,-1.792008176,2.222608092,0.878004108,18.7,.,.
MYO1C,17,1464098,1492812,N,.,N,N,-0.530748449,18.95583724,3.89E-08,87.3,DM?,.
MYO1D,17,32492522,32877177,N,.,N,N,-0.676462075,14.59744169,3.30E-09,90,.,.
MYO1E,15,59132434,59372900,Y,.,Y,N,-1.59293208,2.847716617,0.047977893,47.2,DM,"Glomerulosclerosis, focal segmental, 6, 614131 (3)"
MYO1F,19,8520790,8577577,N,.,N,Y,-1.145384873,6.10638421,0.158022191,40.3,DM?,.
MYO1G,7,44962662,44979098,N,.,N,Y,0.308515249,70.97296984,7.64E-07,83,.,.
MYO1H,12,109347903,109455523,N,.,N,N,0.574955444,83.24940673,2.92E-17,97.9,.,.
MYO3A,10,25934267,26212527,N,.,N,Y,1.019311288,93.00804538,6.59E-30,99.7,DM,"Deafness, autosomal recessive 30, 607101 (3)"
MYO3B,2,170178145,170655171,N,.,N,N,0.950632634,92.01250217,4.47E-20,98.7,.,.
MYO5A,15,52307283,52529050,Y,.,Y,N,-1.508354155,3.31075997,0.992129667,9.4,DM,"Griscelli syndrome, type 1, 214450 (3)"
MYO5B,18,49822813,50195093,N,.,N,N,0.095527005,56.81541934,5.42E-10,91.7,DM,"Microvillus inclusion disease, 251850 (3)"
MYO5C,15,52192322,52295798,N,.,N,N,-0.5839644,17.265729,4.35E-18,98.2,.,.
MYO6,6,75749192,75919537,N,.,N,N,-1.506685884,3.322336054,0.017788399,52.2,DM,"Deafness, autosomal dominant 22, 606346 (3); Deafness, autosomal recessive 37, 607821 (3); Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy, 606346 (3)"
MYO7A,11,77128264,77215239,N,.,N,Y,0.977362481,92.44081727,5.38E-25,99.3,DM,"Usher syndrome, type 1B, 276900 (3); Deafness, autosomal recessive 2, 600060 (3); Deafness, autosomal dominant 11, 601317 (3)"
MYO7B,2,127535802,127637729,N,Viable,N,Y,0.952157323,92.03565434,6.38E-16,97.4,DM?,.
MYO9A,15,71822289,72118577,N,Viable,N,Y,-0.284338968,30.38143196,0.999991726,2.5,.,.
MYO9B,19,17075781,17214537,N,.,N,Y,-0.782894194,11.91757828,0.999998877,1.7,DP,"{Celiac disease, susceptibility to, 4}, 609753 (3)"
MYOC,1,171635417,171652683,N,.,N,Y,0.981739879,92.5276379,5.02E-08,87,DM,"Glaucoma 1A, primary open angle, 137750 (3)"
MYOCD,17,12665890,12768949,Y,.,Y,N,0.349860396,73.35764311,0.934596479,15.9,DFP,.
MYOD1,11,17719568,17722131,N,.,N,Y,-0.382371374,25.31110725,2.68E-05,75.5,.,.
MYOF,10,93306429,93482317,N,.,N,Y,0.517859049,81.15413556,2.08E-36,99.9,DM?,.
MYOG,1,203083132,203086036,Y,.,Y,N,0.567799588,82.98894484,0.74001206,23.4,.,.
MYOM1,18,3066807,3220108,N,.,N,N,1.578691216,97.37801702,1.08E-21,99,DM,.
MYOM2,8,2045040,2165552,N,.,N,N,3.640857875,99.68744574,1.49E-55,100,.,.
MYOM3,1,24056035,24112175,N,.,N,N,2.989425543,99.53695665,9.28E-28,99.5,.,.
MYOT,5,137867791,137887851,N,.,N,Y,-0.173091047,37.17659316,2.64E-05,75.5,DM,"Muscular dystrophy, limb-girdle, type 1A, 159000 (3); Myopathy, myofibrillar, 3, 609200 (3); Myopathy, spheroid body, 182920 (3)"
MYOZ1,10,73631654,73641757,N,Viable,N,Y,-0.080336605,43.59553163,0.004592103,58.6,.,.
MYOZ2,4,119135784,119187789,N,.,N,N,0.439288148,77.85495167,0.016734638,52.6,DM,"Cardiomyopathy, hypertrophic, 16, 613838 (3)"
MYOZ3,5,150660874,150679365,N,.,N,N,0.478716768,79.67818487,0.346673296,34.3,.,.
MYPN,10,68106117,68212017,N,.,N,N,-0.251204251,32.35515425,0.065221397,45.5,DM,"Cardiomyopathy, dilated, 1KK, 615248 (3); Cardiomyopathy, hypertrophic, 22, 615248 (3); Cardiomyopathy, familial restrictive, 4, 615248 (3)"
MYPOP,19,45890020,45902604,N,.,N,N,.,.,0.810391051,21.3,.,"Proximal myopathy and ophthalmoplegia, 605637 (3)"
MYRF,11,61752642,61788518,N,.,N,N,-0.901711179,9.550269144,0.999847803,4.1,.,.
MYRFL,12,69825304,69959097,N,.,N,N,.,.,.,.,.,.
MYRIP,3,39808914,40260321,N,.,N,N,0.543027199,82.16704289,0.000902541,65.1,.,.
MYSM1,1,58654739,58700092,Y,.,Y,N,-0.218914427,34.39833304,0.020231645,51.6,.,.
MYT1,20,64151791,64242253,Y,.,Y,N,-0.801156303,11.5471436,0.999871802,4,DM,.
MYT1L,2,1789113,2331260,N,.,N,Y,-1.664556841,2.593042774,0.999963989,3.1,DM,"Mental retardation, autosomal dominant 39, 616521 (3)"
MYZAP,15,57591941,57685364,N,.,N,N,0.579276796,83.42304798,2.21E-09,90.4,.,.
MZB1,5,139387480,139390081,N,.,N,N,.,.,0.003811455,59.3,.,.
MZF1,19,58561931,58573575,N,.,N,Y,1.264321101,95.53741969,1.81E-06,81.5,.,.
MZT1,13,72708357,72727687,N,.,N,N,0.023597424,51.32256758,0.611862318,27.1,.,.
MZT2A,2,131464900,131492743,N,.,N,N,.,.,0.005567677,57.6,.,.
MZT2B,2,130181737,130190729,N,.,N,N,.,.,0.575112152,28.1,.,.
N4BP1,16,48538726,48620148,N,.,N,N,-1.158896251,6.002199456,0.361226868,33.9,.,.
N4BP2,4,40056826,40158252,N,.,N,N,0.310906049,71.10030677,0.000473118,67.2,.,.
N4BP2L1,13,32400723,32428178,N,.,N,N,-0.299035003,29.50743763,0.945268895,15.2,.,.
N4BP2L2,13,32432417,32538885,N,.,N,N,0.4981674,80.38432598,3.06E-06,80.5,.,.
N4BP3,5,178113443,178126087,N,Viable,N,Y,-0.094082712,42.53631996,0.276863142,36.3,.,.
N6AMT1,21,28872191,28885371,Y,.,Y,N,0.849250529,90.19505701,0.009871785,55,.,.
N6AMT2,13,20728731,20773958,N,.,N,N,-0.160151469,38.02743532,0.00099088,64.7,.,.
NAA10,X,153929242,153935223,N,.,N,N,-0.149930626,38.75094056,0.1884278,39,DM,"N-terminal acetyltransferase deficiency, 300855 (3); ?Microphthalmia, syndromic 1, 309800 (3)"
NAA11,4,79225694,79326050,N,.,N,N,-0.045692193,46.15384615,0.002822275,60.6,.,.
NAA15,4,139301455,139420033,N,.,N,N,-0.91605881,9.284019216,0.99857684,6.4,DM,.
NAA16,13,41311205,41377030,N,.,N,N,-1.066793815,6.974590496,1.71E-10,92.6,.,.
NAA20,20,20017116,20033655,N,.,N,N,-0.08703502,43.03409157,0.013606364,53.6,.,.
NAA25,12,112026689,112109022,N,.,N,N,-0.652332274,15.32094692,0.999989964,2.5,.,.
NAA30,14,57390544,57415917,N,.,N,N,0.033165214,52.10395323,0.973715071,12.6,.,.
NAA35,9,85941146,86022298,N,.,N,N,-0.197513786,35.67170226,0.999995237,2.2,.,.
NAA38,17,7856685,7885238,N,.,N,N,-0.022378042,47.78028593,0.008272463,55.7,.,.
NAA40,11,63938959,63957328,N,.,N,N,-0.203255573,35.26075129,0.005446684,57.8,.,.
NAA50,3,113716460,113746300,N,.,N,N,-0.066439705,44.63737917,0.876848813,18.8,.,.
NAA60,16,3443611,3486963,N,.,N,N,0.012418429,50.43120912,0.908883492,17.4,.,.
NAAA,4,75913657,75941051,N,.,N,Y,0.376541981,74.76413729,3.31E-06,80.3,.,.
NAALAD2,11,90131515,90192894,N,.,N,N,0.124460775,59.08433177,7.02E-15,96.8,.,.
NAALADL1,11,65044818,65058549,N,.,N,N,0.339330085,72.82514325,3.83E-12,94.7,.,.
NAALADL2,3,174438573,175810552,N,.,N,N,0.981095185,92.52184986,3.04E-06,80.5,.,.
NAB1,2,190646746,190692766,N,.,N,Y,-0.93393763,8.95988887,0.848508408,20,.,.
NAB2,12,57088894,57095476,N,Viable,N,Y,-0.343899023,27.05330787,0.987535198,10.5,.,.
NABP1,2,191678068,191696659,N,.,N,N,-0.138599374,39.52075013,0.014256968,53.4,.,.
NABP2,12,56222015,56229854,Y,Lethal,Y,N,-0.117047237,40.96776061,0.956804648,14.2,.,.
NACA,12,56712428,56731628,Y,.,Y,N,1.851751927,98.31567981,0.020338217,51.6,.,.
NACA2,17,61590426,61591202,N,.,N,N,0.546245901,82.28280373,0.098926282,43.2,.,.
NACAD,7,45080438,45088914,N,.,N,Y,.,.,0.365728808,33.8,.,.
NACC1,19,13118103,13141141,Y,.,Y,N,-0.709793585,13.64241477,0.964946936,13.5,.,.
NACC2,9,136006537,136095285,N,Viable,N,Y,.,.,0.134607341,41.4,.,.
NADK,1,1751232,1780457,N,.,N,N,0.013678077,50.54696996,0.00126769,63.8,.,.
NADK2,5,36192592,36242279,N,.,N,N,0.143797178,60.51397812,0.907647887,17.5,.,"?2,4-dienoyl-CoA reductase deficiency, 616034 (3)"
NADSYN1,11,71453109,71524107,N,Viable,N,Y,-0.034864321,46.94101985,2.45E-09,90.3,.,.
NAE1,16,66802875,66873256,N,Lethal,Y,N,-0.750983967,12.57162702,1.90E-07,85.2,.,.
NAF1,4,163110073,163166921,N,.,N,N,-0.219065877,34.38675696,0.959542887,14,.,.
NAGA,22,42058354,42070842,N,.,N,Y,-0.25849473,31.97314349,2.02E-06,81.3,DM,"Schindler disease, type I, 609241 (3); Kanzaki disease, 609242 (3); Schindler disease, type III, 609241 (3)"
NAGK,2,71064344,71079805,N,Viable,N,Y,0.370952088,74.45158303,8.58E-09,89.1,.,.
NAGLU,17,42536172,42544449,N,.,N,Y,-0.765838674,12.29380101,0.000404074,67.7,DM,"Mucopolysaccharidosis type IIIB (Sanfilippo B), 252920 (3); ?Charcot-Marie-Tooth disease, axonal, type 2V, 616491 (3)"
NAGPA,16,5024844,5034141,N,.,N,Y,0.157191398,61.55582566,2.86E-07,84.6,DM,.
NAGS,17,44004546,44009063,Y,.,Y,N,-0.360819318,26.28349829,4.89E-05,74,DM,"N-acetylglutamate synthase deficiency, 237310 (3)"
NAIF1,9,128061233,128068206,N,.,N,N,-0.141317516,39.35289691,0.022545578,51.1,.,.
NAIP,5,70968483,71025114,N,.,N,Y,.,.,0.000869318,65.2,DM,.
NALCN,13,101053776,101416492,Y,.,Y,N,-2.750047973,0.75823349,0.000169004,70.3,DM?,"Hypotonia, infantile, with psychomotor retardation and characteristic facies, 615419 (3); Congenital contractures of the limbs and face, hypotonia, and developmental delay, 616266 (3)"
NAMPT,7,106248285,106286326,Y,Lethal,Y,N,-0.288660263,30.16727441,0.982566484,11.4,DFP,.
NANOG,12,7787794,7799141,Y,.,Y,N,0.182269088,63.36169474,0.911618852,17.2,.,.
NANOGNB,12,7765216,7774121,N,.,N,N,.,.,.,.,.,.
