Gene/product,Gene/product name,GO class (direct),PANTHER family,Reference
Dhrs7b,dehydrogenase/reductase (SDR family) member 7B,transcription corepressor activity,dehydrogenase/reductase sdr family member 7b pthr44196,MGI:MGI:6103958|PMID:28930673
Dhrs7b,dehydrogenase/reductase (SDR family) member 7B,transcription corepressor activity,dehydrogenase/reductase sdr family member 7b pthr44196,MGI:MGI:2152098|GO_REF:0000002
Hsbp1l1,heat shock factor binding protein 1-like 1,transcription corepressor activity,heat shock factor binding protein 1 pthr19424,MGI:MGI:4834177|GO_REF:0000096
Hdac1,histone deacetylase 1,transcription corepressor activity,histone deacetylase pthr10625,MGI:MGI:83998|PMID:8917507
Hdac1,histone deacetylase 1,transcription corepressor activity,histone deacetylase pthr10625,MGI:MGI:3513590|PMID:15509593
Hdac1,histone deacetylase 1,transcription corepressor activity,histone deacetylase pthr10625,MGI:MGI:4834177|GO_REF:0000096
Cited1,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,transcription coactivator activity,melanocyte specific gene related  cited pthr17045,PMID:21873635
Cited1,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,transcription coactivator activity,melanocyte specific gene related  cited pthr17045,MGI:MGI:4834177|GO_REF:0000096
Pkn1,protein kinase N1,nuclear receptor coactivator activity,serine/threonine-protein kinase pthr24356,MGI:MGI:4834177|GO_REF:0000096
Phb,prohibitin,transcription corepressor activity,prohibitin pthr23222,MGI:MGI:3814796|PMID:18480465
Phb,prohibitin,transcription corepressor activity,prohibitin pthr23222,MGI:MGI:4834177|GO_REF:0000096
Mysm1,"myb-like, SWIRM and MPN domains 1",transcription coactivator activity,swi/snf complex-related pthr12802,PMID:21873635
Mysm1,"myb-like, SWIRM and MPN domains 1",transcription coactivator activity,swi/snf complex-related pthr12802,MGI:MGI:4834177|GO_REF:0000096
Hnrnpu,heterogeneous nuclear ribonucleoprotein U,transcription corepressor activity,heterogeneous nuclear ribonucleoprotein u family member pthr12381,PMID:21873635
Hnrnpu,heterogeneous nuclear ribonucleoprotein U,transcription corepressor activity,heterogeneous nuclear ribonucleoprotein u family member pthr12381,MGI:MGI:2446759|PMID:12471260
Drap1,Dr1 associated protein 1 (negative cofactor 2 alpha),transcription corepressor activity,histone-like transcription factor ccaat-related pthr10252,PMID:21873635
Drap1,Dr1 associated protein 1 (negative cofactor 2 alpha),transcription coactivator activity,histone-like transcription factor ccaat-related pthr10252,PMID:21873635
Drap1,Dr1 associated protein 1 (negative cofactor 2 alpha),transcription corepressor activity,histone-like transcription factor ccaat-related pthr10252,MGI:MGI:1928403|PMID:10995766
Tcf20,transcription factor 20,transcription coactivator activity,retinoic acid induced 1/transcription factor 20 pthr14955,MGI:MGI:3032799|PMID:14980219
Tbl1x,transducin (beta)-like 1 X-linked,transcription corepressor activity,wd40 repeat protein pthr22846,MGI:MGI:4834177|GO_REF:0000096
Tbl1x,transducin (beta)-like 1 X-linked,transcription corepressor activity,wd40 repeat protein pthr22846,PMID:21873635
Tbl1x,transducin (beta)-like 1 X-linked,transcription corepressor activity,wd40 repeat protein pthr22846,MGI:MGI:4834177|GO_REF:0000096
Parp9,"poly (ADP-ribose) polymerase family, member 9",transcription corepressor activity,parp/zinc finger ccch type domain containing protein pthr14453,PMID:21873635
Parp9,"poly (ADP-ribose) polymerase family, member 9",transcription corepressor activity,parp/zinc finger ccch type domain containing protein pthr14453,MGI:MGI:2154458|GO_REF:0000008
Btg2,BTG anti-proliferation factor 2,transcription corepressor activity,b-cell translocation gene pthr22978,MGI:MGI:3584056|PMID:15990875
Hdac4,histone deacetylase 4,transcription corepressor activity,histone deacetylase pthr45634,MGI:MGI:4834177|GO_REF:0000096
Cnot6,"CCR4-NOT transcription complex, subunit 6",nuclear receptor coactivator activity,carbon catabolite repressor protein 4 pthr12121,MGI:MGI:2675528|PMID:12949260
Wnt4,"wingless-type MMTV integration site family, member 4",transcription corepressor activity,wnt related pthr12027,MGI:MGI:4835142|PMID:17994217
Wnt3a,"wingless-type MMTV integration site family, member 3A",transcription coactivator activity,wnt related pthr12027,PMID:21873635
Hdgfl2,HDGF like 2,transcription coregulator activity,hepatoma-derived growth factor-related pthr12550,MGI:MGI:4834177|GO_REF:0000096
Bcor,BCL6 interacting corepressor,transcription corepressor activity,agap007537-pb pthr24117,MGI:MGI:2682643|PMID:12776190
Bcor,BCL6 interacting corepressor,transcription corepressor activity,agap007537-pb pthr24117,MGI:MGI:1891509|PMID:10086359
Fhl5,four and a half LIM domains 5,transcription coactivator activity,four and a half lim domains protein pthr24205,PMID:21873635
Fhl5,four and a half LIM domains 5,transcription coregulator activity,four and a half lim domains protein pthr24205,PMID:21873635
Fhl5,four and a half LIM domains 5,transcription coactivator activity,four and a half lim domains protein pthr24205,MGI:MGI:6148392|PMID:24953653
Gps2,G protein pathway suppressor 2,transcription coactivator activity,g protein pathway suppressor 2 pthr22654,MGI:MGI:6148396|PMID:29499132
Gps2,G protein pathway suppressor 2,transcription coactivator activity,g protein pathway suppressor 2 pthr22654,MGI:MGI:4834177|GO_REF:0000096
Gps2,G protein pathway suppressor 2,transcription coactivator activity,g protein pathway suppressor 2 pthr22654,MGI:MGI:5620549|PMID:25519902
Gps2,G protein pathway suppressor 2,transcription corepressor activity,g protein pathway suppressor 2 pthr22654,MGI:MGI:4834177|GO_REF:0000096
Gps2,G protein pathway suppressor 2,transcription corepressor activity,g protein pathway suppressor 2 pthr22654,MGI:MGI:4834177|GO_REF:0000096
Mycbp,MYC binding protein,transcription coactivator activity,associate of c-myc  amy-1 pthr13168,PMID:21873635
Mycbp,MYC binding protein,transcription coactivator activity,associate of c-myc  amy-1 pthr13168,MGI:MGI:2152098|GO_REF:0000002
Ss18l1,"SS18, nBAF chromatin remodeling complex subunit like 1",transcription coactivator activity,synovial sarcoma associated ss18 protein pthr23107,MGI:MGI:4834177|GO_REF:0000096
Trim21,tripartite motif-containing 21,transcription coactivator activity,e3 ubiquitin-protein ligase trim pthr24103,MGI:MGI:4834177|GO_REF:0000096
Zfp366,zinc finger protein 366,transcription corepressor activity,zinc finger protein pthr24390,PMID:21873635
Zfp366,zinc finger protein 366,transcription corepressor activity,zinc finger protein pthr24390,MGI:MGI:2154458|GO_REF:0000008
Cenpj,centromere protein J,transcription coactivator activity,t complex protein 10 pthr10331,MGI:MGI:4834177|GO_REF:0000096
Ing4,"inhibitor of growth family, member 4",transcription coactivator activity,inhibitor of growth protein pthr10333,MGI:MGI:4834177|GO_REF:0000096
Tmf1,TATA element modulatory factor 1,nuclear receptor coactivator activity,tata element modulatory factor tmf1 pthr46515,MGI:MGI:2664476|PMID:12799427
Irf2bp1,interferon regulatory factor 2 binding protein 1,transcription corepressor activity,myelin transcription factor 1-related pthr10816,MGI:MGI:4834177|GO_REF:0000096
Irf2bp1,interferon regulatory factor 2 binding protein 1,transcription corepressor activity,myelin transcription factor 1-related pthr10816,PMID:21873635
Irf2bp1,interferon regulatory factor 2 binding protein 1,transcription corepressor activity,myelin transcription factor 1-related pthr10816,MGI:MGI:2446944|PMID:12464179
Pdlim1,PDZ and LIM domain 1 (elfin),transcription coactivator activity,pdz and lim domain protein zasp pthr24214,PMID:21873635
Zxdb,"zinc finger, X-linked, duplicated B",transcription coregulator activity,zinc finger protein pthr46179,MGI:MGI:2448855|PMID:10888872
Dmap1,DNA methyltransferase 1-associated protein 1,transcription corepressor activity,dna methyltransferase 1-associated protein 1 family member pthr12855,PMID:21873635
Dmap1,DNA methyltransferase 1-associated protein 1,transcription corepressor activity,dna methyltransferase 1-associated protein 1 family member pthr12855,MGI:MGI:2152098|GO_REF:0000002
Med7,mediator complex subunit 7,transcription coregulator activity,t-cell immunoglobulin and mucin domain containing  tim pthr15498,MGI:MGI:2152098|GO_REF:0000002
Med11,mediator complex subunit 11,transcription coregulator activity,uncharacterized pthr22890,MGI:MGI:2152098|GO_REF:0000002
Pbxip1,pre B cell leukemia transcription factor interacting protein 1,transcription corepressor activity,cell cycle progression protein 1 pthr28638,PMID:21873635
Setd3,SET domain containing 3,transcription coactivator activity,uncharacterized putative methyltransferase pthr13271,MGI:MGI:3581989|PMID:15988012
Slc30a9,"solute carrier family 30 (zinc transporter), member 9",nuclear receptor coactivator activity,huel-cation transporter pthr13414,PMID:21873635
Slc30a9,"solute carrier family 30 (zinc transporter), member 9",nuclear receptor coactivator activity,huel-cation transporter pthr13414,MGI:MGI:1889866|PMID:10640276
Hdac7,histone deacetylase 7,transcription corepressor activity,histone deacetylase pthr45634,MGI:MGI:4834177|GO_REF:0000096
Ddx1,DEAD box helicase 1,transcription coregulator activity,rna helicase pthr24031,PMID:21873635
Sap18,Sin3-associated polypeptide 18,transcription corepressor activity,sap18 pthr13082,MGI:MGI:4834177|GO_REF:0000096
Taf9,TATA-box binding protein associated factor 9,transcription coactivator activity,"taf9 rna polymerase ii, tata box-binding protein (tbp)-associated factor pthr48068",PMID:21873635
Taf9,TATA-box binding protein associated factor 9,transcription coactivator activity,"taf9 rna polymerase ii, tata box-binding protein (tbp)-associated factor pthr48068",MGI:MGI:3851310|PMID:19366691
Wwox,WW domain-containing oxidoreductase,transcription coactivator activity,retinol dehydrogenase pthr24320,MGI:MGI:4834177|GO_REF:0000096
Tada3,transcriptional adaptor 3,transcription coactivator activity,transcriptional adapter 3-related pthr13556,MGI:MGI:2180907|PMID:12034840
Tada3,transcriptional adaptor 3,nuclear receptor coactivator activity,transcriptional adapter 3-related pthr13556,PMID:21873635
Tada3,transcriptional adaptor 3,transcription coactivator activity,transcriptional adapter 3-related pthr13556,MGI:MGI:3820717|PMID:19026781
Ezh1,enhancer of zeste 1 polycomb repressive complex 2 subunit,transcription corepressor activity,histone-lysine n-methyltransferase e(z) pthr45747,MGI:MGI:1931108|PMID:11022042
Hdac9,histone deacetylase 9,transcription corepressor activity,histone deacetylase 9-related pthr45364,PMID:21873635
Hdac9,histone deacetylase 9,transcription corepressor activity,histone deacetylase 9-related pthr45364,MGI:MGI:2152098|GO_REF:0000002
Med15,mediator complex subunit 15,transcription coregulator activity,family not named pthr31804,MGI:MGI:86857|PMID:9083006
Aip,aryl-hydrocarbon receptor-interacting protein,transcription coregulator activity,aryl hydrocarbon receptor interacting protein related pthr11242,MGI:MGI:4834177|GO_REF:0000096
Med27,mediator complex subunit 27,transcription coactivator activity,34 kda transcriptional co-activator-related pthr13130,MGI:MGI:2180399|PMID:12175508
Bhlhe41,"basic helix-loop-helix family, member e41",transcription corepressor activity,"basic helix-loop-helix transcription factor, hes-related pthr10985",MGI:MGI:4834177|GO_REF:0000096
Btaf1,B-TFIID TATA-box binding protein associated factor 1,transcription coregulator activity,snf2/rad54 helicase family pthr10799,MGI:MGI:4834177|GO_REF:0000096
Ube2l3,ubiquitin-conjugating enzyme E2L 3,transcription coactivator activity,ubiquitin-conjugating enzyme e2 pthr24068,MGI:MGI:3047463|PMID:15155786
Nr0b1,"nuclear receptor subfamily 0, group B, member 1",transcription corepressor activity,nuclear receptor subfamily 0 group b pthr24081,MGI:MGI:4834177|GO_REF:0000096
Nr0b1,"nuclear receptor subfamily 0, group B, member 1",transcription corepressor activity,nuclear receptor subfamily 0 group b pthr24081,PMID:21873635
Nr0b1,"nuclear receptor subfamily 0, group B, member 1",transcription corepressor activity,nuclear receptor subfamily 0 group b pthr24081,PMID:21873635
Runx1t1,RUNX1 translocation partner 1,transcription corepressor activity,mtg8 eto  eight twenty one protein pthr10379,MGI:MGI:4834177|GO_REF:0000096
Apex1,apurinic/apyrimidinic endonuclease 1,transcription coactivator activity,ap endonuclease pthr22748,MGI:MGI:4834177|GO_REF:0000096
Dnajb1,DnaJ heat shock protein family (Hsp40) member B1,transcription corepressor activity,dnaj homolog subfamily c member pthr24078,PMID:21873635
Dnajb1,DnaJ heat shock protein family (Hsp40) member B1,transcription corepressor activity,dnaj homolog subfamily c member pthr24078,MGI:MGI:3688807|PMID:16606617
Asxl1,ASXL transcriptional regulator 1,transcription coactivator activity,additional sex combs like protein  asxl pthr13578,MGI:MGI:3708423|PMID:17150957
Atn1,atrophin 1,transcription coactivator activity,atrophin-related pthr13859,MGI:MGI:4834177|GO_REF:0000096
Atn1,atrophin 1,transcription corepressor activity,atrophin-related pthr13859,MGI:MGI:3624573|PMID:16702404
Atn1,atrophin 1,transcription corepressor activity,atrophin-related pthr13859,PMID:21873635
Atn1,atrophin 1,transcription corepressor activity,atrophin-related pthr13859,MGI:MGI:4834177|GO_REF:0000096
Maml3,mastermind like transcriptional coactivator 3,transcription coactivator activity,mastermind-like pthr15692,MGI:MGI:2388550|PMID:12370315
Maml3,mastermind like transcriptional coactivator 3,transcription coactivator activity,mastermind-like pthr15692,PMID:21873635
Maml3,mastermind like transcriptional coactivator 3,transcription coactivator activity,mastermind-like pthr15692,MGI:MGI:2388550|PMID:12370315
Maml2,mastermind like transcriptional coactivator 2,transcription coactivator activity,mastermind-like pthr15692,PMID:21873635
Maml2,mastermind like transcriptional coactivator 2,transcription coactivator activity,mastermind-like pthr15692,MGI:MGI:4834177|GO_REF:0000096
Wbp2,WW domain binding protein 2,transcription coactivator activity,"ww domain binding protein 2, isoform e pthr31606",PMID:21873635
Wbp2,WW domain binding protein 2,transcription coactivator activity,"ww domain binding protein 2, isoform e pthr31606",MGI:MGI:4834177|GO_REF:0000096
Zfp451,zinc finger protein 451,transcription corepressor activity,zinc finger protein pthr24403,PMID:21873635
Zfp451,zinc finger protein 451,transcription corepressor activity,zinc finger protein pthr24403,MGI:MGI:4834177|GO_REF:0000096
Mak,male germ cell-associated kinase,transcription coactivator activity,mitogen-activated protein kinase pthr24055,PMID:21873635
Kmt2c,lysine (K)-specific methyltransferase 2C,transcription coactivator activity,family not named pthr45888,PMID:21873635
Akirin1,akirin 1,transcription coregulator activity,uncharacterized pthr13293,MGI:MGI:4834177|GO_REF:0000096
Ccdc62,coiled-coil domain containing 62,nuclear receptor coactivator activity,,MGI:MGI:1354825|PMID:10734093
Rcor2,REST corepressor 2,transcription corepressor activity,rest corepressor  corest  protein-related pthr16089,PMID:21873635
Rcor2,REST corepressor 2,transcription corepressor activity,rest corepressor  corest  protein-related pthr16089,MGI:MGI:4834177|GO_REF:0000096
Usp16,ubiquitin specific peptidase 16,transcription coactivator activity,ubiquitin carboxyl-terminal hydrolase pthr21646,MGI:MGI:4834177|GO_REF:0000096
Med13,mediator complex subunit 13,transcription coregulator activity,rag1-activating protein 1 pthr10791,MGI:MGI:2154458|GO_REF:0000008
Med13,mediator complex subunit 13,transcription coactivator activity,rag1-activating protein 1 pthr10791,PMID:21873635
Med13,mediator complex subunit 13,transcription coregulator activity,rag1-activating protein 1 pthr10791,MGI:MGI:2154458|GO_REF:0000008
Dcaf6,DDB1 and CUL4 associated factor 6,nuclear receptor coactivator activity,wd repeat domain-containing family pthr15574,PMID:21873635
Dcaf6,DDB1 and CUL4 associated factor 6,nuclear receptor coactivator activity,wd repeat domain-containing family pthr15574,PMID:21873635
Parp10,"poly (ADP-ribose) polymerase family, member 10",transcription corepressor activity,parp/zinc finger ccch type domain containing protein pthr14453,MGI:MGI:4834177|GO_REF:0000096
Arid5a,AT rich interactive domain 5A (MRF1-like),transcription corepressor activity,rbp-related pthr13964,MGI:MGI:5464222|PMID:23133559
Prmt5,protein arginine N-methyltransferase 5,transcription corepressor activity,protein arginine n-methyltransferase 5 pthr10738,MGI:MGI:2152098|GO_REF:0000002
Sfmbt1,Scm-like with four mbt domains 1,transcription corepressor activity,polycomb group protein pthr12247,MGI:MGI:2152098|GO_REF:0000002
Gmeb2,glucocorticoid modulatory element binding protein 2,transcription coactivator activity,glucocorticoid modulatory element-binding protein pthr10417,MGI:MGI:4834177|GO_REF:0000096
Jup,junction plakoglobin,transcription coactivator activity,armadillo segment polarity protein pthr45976,PMID:21873635
Jup,junction plakoglobin,transcription coactivator activity,armadillo segment polarity protein pthr45976,MGI:MGI:4834177|GO_REF:0000096
Hmga1b,high mobility group AT-hook 1B,nuclear receptor coactivator activity,,MGI:MGI:3773767|PMID:17909014
Limd1,LIM domains containing 1,transcription corepressor activity,lim domain-containing protein jub pthr24219,PMID:21873635
Limd1,LIM domains containing 1,transcription corepressor activity,lim domain-containing protein jub pthr24219,MGI:MGI:2152098|GO_REF:0000002
Ep300,E1A binding protein p300,transcription coregulator activity,cbp/p300-related pthr13808,MGI:MGI:4834177|GO_REF:0000096
Ep300,E1A binding protein p300,transcription coactivator activity,cbp/p300-related pthr13808,MGI:MGI:4417868|GO_REF:0000096
Ep300,E1A binding protein p300,transcription coactivator activity,cbp/p300-related pthr13808,MGI:MGI:4419088|PMID:12586840
Ep300,E1A binding protein p300,transcription coactivator activity,cbp/p300-related pthr13808,MGI:MGI:4419089|PMID:12435739
Ep300,E1A binding protein p300,transcription coactivator activity,cbp/p300-related pthr13808,MGI:MGI:5297783|PMID:17641689
Ep300,E1A binding protein p300,transcription coactivator activity,cbp/p300-related pthr13808,PMID:21873635
Ep300,E1A binding protein p300,transcription coactivator activity,cbp/p300-related pthr13808,PMID:21873635
Fbxl19,F-box and leucine-rich repeat protein 19,transcription coregulator activity,phd/f-box containing protein pthr23123,MGI:MGI:4834177|GO_REF:0000096
Ruvbl2,RuvB-like protein 2,transcription corepressor activity,ruvb-related reptin and pontin pthr11093,MGI:MGI:4834177|GO_REF:0000096
Uri1,"URI1, prefoldin-like chaperone",transcription corepressor activity,rna polymerase ii subunit 5-mediating protein  nnx3 pthr15111,PMID:21873635
Uri1,"URI1, prefoldin-like chaperone",transcription corepressor activity,rna polymerase ii subunit 5-mediating protein  nnx3 pthr15111,MGI:MGI:4834177|GO_REF:0000096
Tdrd3,tudor domain containing 3,transcription coactivator activity,survival of motor neuron-related-splicing factor 30-related pthr13681,MGI:MGI:4834177|GO_REF:0000096
Ankrd1,ankyrin repeat domain 1 (cardiac muscle),transcription coactivator activity,"ankyrin repeat, ph and sec7 domain containing protein secg-related pthr24126",MGI:MGI:86242|PMID:9043061
Ankrd1,ankyrin repeat domain 1 (cardiac muscle),transcription corepressor activity,"ankyrin repeat, ph and sec7 domain containing protein secg-related pthr24126",MGI:MGI:2156289|PMID:11704680
Rbm39,RNA binding motif protein 39,transcription coactivator activity,rna-binding protein pthr23139,MGI:MGI:4834177|GO_REF:0000096
Sfr1,SWI5 dependent recombination repair 1,nuclear receptor coactivator activity,swi5-dependent recombination dna repair protein 1 homolog pthr28643,PMID:21873635
Sfr1,SWI5 dependent recombination repair 1,nuclear receptor coactivator activity,swi5-dependent recombination dna repair protein 1 homolog pthr28643,MGI:MGI:4834177|GO_REF:0000096
Psip1,PC4 and SFRS1 interacting protein 1,transcription coactivator activity,hepatoma-derived growth factor-related pthr12550,PMID:21873635
Psip1,PC4 and SFRS1 interacting protein 1,transcription coregulator activity,hepatoma-derived growth factor-related pthr12550,MGI:MGI:2152098|GO_REF:0000002
Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",transcription coregulator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,MGI:MGI:3715412|PMID:17476214
Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",transcription coactivator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,MGI:MGI:4834177|GO_REF:0000096
Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",transcription coactivator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,MGI:MGI:4417868|GO_REF:0000096
Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",transcription coactivator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,MGI:MGI:6095248|PMID:27471003
Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",transcription coactivator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,MGI:MGI:3689805|PMID:16271724
Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",transcription coactivator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,MGI:MGI:4834177|GO_REF:0000096
Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",nuclear receptor coactivator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,PMID:21873635
Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",nuclear receptor coactivator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,PMID:21873635
Hcfc2,host cell factor C2,transcription coactivator activity,host cell factor pthr46003,MGI:MGI:5538466|PMID:23775127
Ctbp2,C-terminal binding protein 2,transcription coactivator activity,c-terminal-binding protein pthr46029,MGI:MGI:2446766|PMID:12444977
Ctbp2,C-terminal binding protein 2,transcription corepressor activity,c-terminal-binding protein pthr46029,MGI:MGI:1349212|PMID:10567582
Ctbp2,C-terminal binding protein 2,transcription corepressor activity,c-terminal-binding protein pthr46029,MGI:MGI:4834177|GO_REF:0000096
Ctbp1,C-terminal binding protein 1,transcription corepressor activity,c-terminal-binding protein pthr46029,MGI:MGI:4417868|GO_REF:0000096
Rxrb,retinoid X receptor beta,nuclear receptor coactivator activity,nuclear hormone receptor pthr24083,MGI:MGI:4834177|GO_REF:0000096
Med14,mediator complex subunit 14,transcription coregulator activity,mediator complex subunit pthr12809,MGI:MGI:2154458|GO_REF:0000008
Med14,mediator complex subunit 14,transcription coactivator activity,mediator complex subunit pthr12809,PMID:21873635
Med14,mediator complex subunit 14,transcription coregulator activity,mediator complex subunit pthr12809,MGI:MGI:1298123|PMID:9707402
Cops5,COP9 signalosome subunit 5,transcription coactivator activity,eukaryotic translation initiation factor 3 -related pthr10410,MGI:MGI:5581934|PMID:22343712
Mlip,muscular LMNA-interacting protein,transcription corepressor activity,muscular lmna-interacting protein mlip pthr31514,PMID:21873635
Mlip,muscular LMNA-interacting protein,transcription corepressor activity,muscular lmna-interacting protein mlip pthr31514,MGI:MGI:5287515|PMID:21829553
Tfap2a,"transcription factor AP-2, alpha",transcription coactivator activity,transcription factor ap-2 pthr10812,MGI:MGI:5287515|PMID:21829553
Tfap2a,"transcription factor AP-2, alpha",transcription corepressor activity,transcription factor ap-2 pthr10812,PMID:21873635
Hdgfl3,HDGF like 3,transcription coregulator activity,hepatoma-derived growth factor-related pthr12550,PMID:21873635
Dpf1,"D4, zinc and double PHD fingers family 1",transcription coregulator activity,histone acetyltransferase pthr10615,MGI:MGI:4834177|GO_REF:0000096
Xpc,"xeroderma pigmentosum, complementation group C",transcription coactivator activity,dna repair protein xp-c / rad4 pthr12135,MGI:MGI:4834177|GO_REF:0000096
Ncoa7,nuclear receptor coactivator 7,nuclear receptor coactivator activity,nucleolar protein 7/estrogen receptor coactivator-related pthr23354,PMID:21873635
Ncoa7,nuclear receptor coactivator 7,nuclear receptor coactivator activity,nucleolar protein 7/estrogen receptor coactivator-related pthr23354,MGI:MGI:4834177|GO_REF:0000096
Trim38,tripartite motif-containing 38,transcription coactivator activity,e3 ubiquitin-protein ligase trim pthr24103,MGI:MGI:2152098|GO_REF:0000002
Erf,Ets2 repressor factor,transcription corepressor activity,ets pthr11849,MGI:MGI:4834177|GO_REF:0000096
Tle1,transducin-like enhancer of split 1,transcription corepressor activity,transducin-like enhancer protein pthr10814,MGI:MGI:3574120|PMID:15528197
Tle1,transducin-like enhancer of split 1,transcription corepressor activity,transducin-like enhancer protein pthr10814,PMID:21873635
Tle1,transducin-like enhancer of split 1,transcription corepressor activity,transducin-like enhancer protein pthr10814,MGI:MGI:4834177|GO_REF:0000096
Tle2,transducin-like enhancer of split 2,transcription corepressor activity,transducin-like enhancer protein pthr10814,PMID:21873635
Tle2,transducin-like enhancer of split 2,transcription corepressor activity,transducin-like enhancer protein pthr10814,PMID:21873635
Tle3,transducin-like enhancer of split 3,transcription corepressor activity,transducin-like enhancer protein pthr10814,MGI:MGI:2182264|PMID:12050133
Tle4,transducin-like enhancer of split 4,transcription corepressor activity,transducin-like enhancer protein pthr10814,MGI:MGI:4940410|PMID:21317240
Tle4,transducin-like enhancer of split 4,transcription corepressor activity,transducin-like enhancer protein pthr10814,MGI:MGI:3039992|PMID:15105370
Tle4,transducin-like enhancer of split 4,transcription corepressor activity,transducin-like enhancer protein pthr10814,MGI:MGI:3603095|PMID:16002402
Tle4,transducin-like enhancer of split 4,transcription corepressor activity,transducin-like enhancer protein pthr10814,PMID:21873635
Tle4,transducin-like enhancer of split 4,transcription corepressor activity,transducin-like enhancer protein pthr10814,MGI:MGI:4834177|GO_REF:0000096
Casp8ap2,caspase 8 associated protein 2,transcription corepressor activity,caspase 8 associated protein 2 pthr15489,PMID:21873635
Casp8ap2,caspase 8 associated protein 2,transcription corepressor activity,caspase 8 associated protein 2 pthr15489,MGI:MGI:4834177|GO_REF:0000096
Bcl10,B cell leukemia/lymphoma 10,transcription coactivator activity,b-cell lymphoma/leukemia 10 pthr34920,PMID:21873635
Bcl10,B cell leukemia/lymphoma 10,transcription coactivator activity,b-cell lymphoma/leukemia 10 pthr34920,MGI:MGI:3688011|PMID:11583586
Pmf1,polyamine-modulated factor 1,transcription coactivator activity,polyamine-modulated factor 1 pthr15459,MGI:MGI:4834177|GO_REF:0000096
Pmf1,polyamine-modulated factor 1,transcription coactivator activity,polyamine-modulated factor 1 pthr15459,PMID:21873635
Kat8,K(lysine) acetyltransferase 8,transcription coregulator activity,histone acetyltransferase pthr10615,MGI:MGI:2152098|GO_REF:0000002
Sox12,SRY (sex determining region Y)-box 12,transcription coactivator activity,sox transcription factor pthr10270,MGI:MGI:2154458|GO_REF:0000008
Ski,ski sarcoma viral oncogene homolog (avian),transcription corepressor activity,ski oncogene-related pthr10005,MGI:MGI:4834177|GO_REF:0000096
Trim25,tripartite motif-containing 25,transcription coactivator activity,family not named pthr25465,MGI:MGI:4834177|GO_REF:0000096
Nup98,nucleoporin 98,transcription coactivator activity,nucleoporin pthr23198,MGI:MGI:2152098|GO_REF:0000002
Skor2,SKI family transcriptional corepressor 2,transcription corepressor activity,ski oncogene-related pthr10005,MGI:MGI:2152098|GO_REF:0000002
Mcidas,multiciliate differentiation and DNA synthesis associated cell cycle protein,transcription coactivator activity,geminin pthr13372,MGI:MGI:4834177|GO_REF:0000096
Hspa1a,heat shock protein 1A,transcription corepressor activity,heat shock protein 70kda pthr19375,MGI:MGI:2152471|PMID:11641275
Hr,lysine demethylase and nuclear receptor corepressor,transcription corepressor activity,jmjc domain-containing histone demethylation protein pthr12549,MGI:MGI:4417868|GO_REF:0000096
Hr,lysine demethylase and nuclear receptor corepressor,transcription corepressor activity,jmjc domain-containing histone demethylation protein pthr12549,PMID:21873635
Hr,lysine demethylase and nuclear receptor corepressor,transcription coregulator activity,jmjc domain-containing histone demethylation protein pthr12549,MGI:MGI:4834177|GO_REF:0000096
Taf11,TATA-box binding protein associated factor 11,transcription coactivator activity,transcription initiation factor tfiid subunit 11-related pthr13218,PMID:21873635
Taf11,TATA-box binding protein associated factor 11,transcription coactivator activity,transcription initiation factor tfiid subunit 11-related pthr13218,MGI:MGI:3851310|PMID:19366691
Hyal2,hyaluronoglucosaminidase 2,transcription coactivator activity,hyaluronidase pthr11769,MGI:MGI:4834177|GO_REF:0000096
Camta2,calmodulin binding transcription activator 2,transcription coactivator activity,calmodulin-binding transcription activator  camta pthr23335,PMID:21873635
Camta2,calmodulin binding transcription activator 2,transcription coregulator activity,calmodulin-binding transcription activator  camta pthr23335,PMID:21873635
Kat7,K(lysine) acetyltransferase 7,transcription coregulator activity,histone acetyltransferase pthr10615,MGI:MGI:3580934|PMID:15626733
Pml,promyelocytic leukemia,transcription coactivator activity,"bonus, isoform c-related pthr25462",MGI:MGI:4834177|GO_REF:0000096
